doesHaveLinks,doesHaveSpammyWords,LengthOfText,NumberOfSymbols,class,
False,False,43,2,ham
False,False,42,3,ham
False,False,37,2,ham
False,False,30,4,ham
False,False,82,5,ham
False,False,32,1,ham
False,False,28,2,ham
False,False,120,4,ham
False,False,55,2,ham
False,False,67,6,ham
False,False,244,11,ham
False,False,24,2,ham
False,False,159,6,ham
False,False,159,2,ham
False,False,70,2,ham
False,False,57,4,ham
False,True,162,5,spam
False,False,139,5,ham
False,False,40,2,ham
False,False,86,3,ham
False,False,116,16,ham
False,False,3,1,ham
False,False,53,1,ham
False,False,42,2,ham
False,False,54,3,ham
False,False,33,2,ham
False,False,30,2,ham
False,False,70,2,ham
False,False,94,6,ham
False,False,62,4,ham
False,False,72,4,ham
False,False,142,10,ham
False,False,85,7,ham
False,False,66,3,ham
False,False,32,5,ham
False,False,55,6,ham
False,False,162,5,spam
False,True,58,2,spam
False,False,16,1,ham
False,False,71,2,ham
False,False,38,4,ham
False,False,44,11,ham
False,False,77,6,ham
False,False,148,12,ham
False,False,152,6,ham
False,False,32,2,ham
False,False,85,4,ham
False,False,22,1,ham
False,False,139,5,ham
False,False,38,2,ham
False,True,109,18,spam
False,False,32,2,ham
True,False,107,7,spam
False,False,198,13,ham
False,False,104,5,ham
False,False,44,1,ham
False,False,42,2,ham
False,False,61,1,ham
False,False,43,2,ham
False,False,46,3,ham
False,False,76,2,ham
False,False,61,3,ham
False,False,74,9,ham
False,False,46,3,ham
False,False,61,6,ham
False,False,22,0,ham
False,False,50,3,ham
False,False,44,2,ham
False,False,257,7,ham
False,False,159,4,ham
False,True,58,2,spam
False,False,33,1,ham
False,False,95,8,ham
False,True,96,11,spam
False,False,29,0,ham
False,False,63,2,ham
False,False,53,2,ham
False,False,34,8,ham
False,False,33,2,ham
True,False,151,6,spam
False,False,65,4,ham
True,False,151,4,spam
False,False,30,1,ham
False,False,153,4,ham
False,False,19,1,ham
True,False,121,6,spam
False,False,36,3,ham
False,False,40,3,ham
False,False,63,10,ham
False,False,4,0,ham
False,False,50,4,ham
False,False,28,1,ham
False,False,57,3,ham
False,False,128,4,ham
False,False,145,4,ham
False,False,32,2,ham
False,False,38,0,ham
False,False,86,4,ham
False,False,37,1,ham
False,False,116,4,ham
False,False,77,14,ham
True,False,86,2,ham
False,False,17,0,ham
False,False,156,3,ham
False,False,38,3,ham
False,False,13,2,ham
False,False,88,6,ham
False,False,64,6,ham
False,False,205,12,ham
True,False,158,9,spam
False,False,112,4,ham
False,False,78,5,ham
False,False,121,6,ham
False,False,25,2,ham
False,False,46,2,ham
False,False,28,3,ham
False,False,126,6,ham
False,False,46,5,ham
False,False,23,2,ham
False,False,84,4,ham
False,False,72,3,ham
False,False,30,2,ham
False,False,22,2,ham
False,False,48,2,ham
False,False,24,2,ham
False,False,46,1,ham
False,False,86,3,ham
False,False,158,5,ham
False,False,31,3,ham
False,False,25,1,ham
True,False,100,2,spam
False,False,35,2,ham
False,False,106,6,ham
False,False,48,7,ham
False,False,60,4,ham
False,False,97,3,ham
False,False,36,2,ham
False,False,71,2,ham
False,False,83,3,ham
False,False,153,7,ham
False,False,38,0,ham
False,False,82,6,ham
False,False,114,8,ham
False,False,94,6,ham
False,False,52,7,ham
False,False,84,9,ham
False,False,33,3,ham
False,False,42,3,ham
False,False,24,1,ham
False,False,54,1,ham
False,False,23,1,ham
False,False,137,7,ham
False,False,45,1,ham
False,False,37,4,ham
False,False,28,4,ham
False,False,44,2,ham
True,False,135,4,spam
False,False,73,7,ham
False,False,202,7,ham
False,False,140,7,ham
False,False,146,3,ham
False,False,13,1,ham
False,False,29,1,ham
False,False,53,1,ham
False,False,132,31,ham
False,False,35,1,ham
True,False,160,5,spam
False,False,96,2,ham
False,False,73,4,ham
False,False,18,0,ham
False,False,55,1,ham
False,False,60,2,ham
False,False,83,3,ham
False,False,111,9,ham
False,False,40,3,ham
False,False,141,6,ham
False,False,63,2,ham
False,False,104,6,ham
False,False,133,6,ham
False,False,137,24,ham
False,False,26,0,ham
False,False,53,2,ham
False,False,70,3,ham
False,False,67,4,ham
False,False,22,1,ham
False,False,63,6,ham
False,False,95,8,ham
False,False,143,0,ham
False,False,33,7,ham
True,False,159,8,spam
False,False,74,4,ham
False,False,60,2,ham
False,False,144,5,ham
False,False,220,5,ham
False,False,55,5,ham
False,False,127,4,ham
False,False,27,2,ham
False,False,162,7,spam
False,False,112,7,ham
True,False,161,12,spam
True,False,149,4,spam
False,False,30,1,ham
False,False,3,1,ham
False,False,61,5,ham
False,False,73,3,ham
False,False,39,3,ham
False,False,103,4,ham
False,False,46,1,ham
False,False,159,8,ham
False,False,34,1,ham
False,False,37,1,ham
False,False,89,5,ham
False,False,31,2,ham
False,False,22,2,ham
False,False,36,7,ham
False,False,23,4,ham
False,False,45,3,ham
False,False,42,1,ham
False,False,40,5,ham
False,False,28,2,ham
False,False,84,4,ham
False,False,52,3,ham
False,False,78,4,ham
False,False,54,3,ham
False,False,159,3,ham
False,False,23,1,ham
False,False,93,7,ham
False,False,24,1,ham
False,False,51,1,ham
False,False,22,4,ham
True,False,149,4,spam
False,False,23,1,ham
False,False,65,5,ham
False,False,21,2,ham
False,False,29,2,ham
True,False,47,2,ham
False,False,156,4,ham
False,False,66,1,ham
False,False,32,1,ham
False,False,34,2,ham
False,False,153,8,ham
False,False,23,2,ham
False,False,32,2,ham
False,False,69,0,ham
False,False,180,7,ham
False,False,255,21,ham
False,False,31,2,ham
False,False,59,2,ham
True,False,156,6,spam
True,False,159,11,spam
False,False,138,6,ham
False,False,67,2,ham
False,False,37,3,ham
False,False,122,16,ham
False,False,29,1,ham
False,False,97,6,ham
False,False,149,2,ham
False,False,141,7,ham
False,False,76,2,ham
False,False,84,2,ham
False,False,56,7,ham
False,True,106,3,spam
False,False,36,0,ham
False,False,84,3,ham
False,False,128,3,ham
True,False,114,3,spam
False,False,96,1,ham
False,False,35,1,ham
False,False,46,6,ham
False,False,276,12,ham
False,False,25,2,ham
False,False,46,1,ham
False,False,153,13,ham
False,False,74,7,ham
False,False,154,5,ham
False,False,27,1,ham
False,False,148,9,spam
False,False,63,0,ham
False,False,147,8,ham
False,False,135,1,ham
False,False,154,7,ham
False,False,70,1,ham
False,False,159,6,ham
False,False,24,2,ham
False,False,85,2,ham
False,False,49,3,ham
False,False,26,0,ham
False,False,48,1,ham
False,False,35,1,ham
False,False,24,3,ham
False,False,167,11,ham
False,False,49,0,ham
False,False,132,3,ham
False,False,48,1,ham
False,False,80,6,ham
False,False,39,1,ham
True,False,122,1,spam
False,False,29,1,ham
False,False,32,3,ham
False,False,75,4,ham
True,False,141,6,spam
False,False,25,2,ham
False,False,60,4,ham
False,False,154,9,spam
False,False,230,10,ham
False,False,27,2,ham
False,False,94,2,ham
False,False,87,5,ham
False,False,116,4,ham
False,False,126,13,ham
False,False,28,4,ham
False,False,160,4,ham
False,False,60,1,ham
False,False,153,10,ham
False,False,55,5,ham
False,False,157,11,ham
False,False,22,2,ham
False,False,42,0,ham
False,False,36,5,ham
False,False,34,1,ham
False,False,77,2,ham
False,False,147,2,ham
False,False,152,7,ham
False,False,55,2,ham
False,False,54,1,ham
False,False,34,1,ham
False,False,22,5,ham
False,False,111,9,ham
False,False,159,14,ham
False,False,89,8,ham
False,False,153,9,spam
False,False,67,1,ham
False,False,146,10,ham
False,False,48,3,ham
False,False,57,1,ham
False,False,161,4,spam
False,False,139,3,ham
False,False,160,5,ham
False,False,158,9,spam
False,False,90,7,ham
False,False,29,3,ham
False,False,22,2,ham
False,False,161,15,ham
False,False,38,2,ham
False,False,144,3,ham
False,False,92,2,ham
False,False,84,1,ham
False,False,74,0,ham
False,False,40,2,ham
False,False,63,9,ham
True,False,154,2,spam
False,False,134,6,ham
False,False,35,1,ham
False,False,35,1,ham
False,True,112,12,spam
False,False,54,2,ham
False,False,27,1,ham
False,False,157,2,ham
False,False,111,4,ham
False,False,157,13,ham
False,False,124,8,ham
False,False,22,2,ham
False,False,77,5,ham
False,False,37,0,ham
False,False,71,3,ham
False,False,74,3,ham
False,False,28,3,ham
False,False,34,0,ham
False,False,35,2,ham
False,False,67,5,ham
False,False,41,3,ham
False,False,144,7,ham
False,False,33,2,ham
False,False,83,1,ham
False,False,38,3,ham
False,False,61,3,ham
False,False,32,0,ham
False,False,62,0,ham
False,False,79,9,ham
False,False,22,2,ham
False,False,158,7,ham
False,False,37,5,ham
False,False,23,2,ham
False,False,43,1,ham
True,False,149,4,spam
False,False,108,7,ham
True,True,158,6,spam
False,True,155,6,spam
False,False,148,12,ham
False,False,23,0,ham
False,False,81,1,ham
False,False,154,11,ham
False,False,85,3,ham
False,False,54,2,ham
False,True,157,9,spam
False,False,22,2,ham
False,False,34,3,ham
False,False,69,5,ham
False,False,74,5,ham
False,False,102,9,ham
False,False,22,0,ham
False,False,72,2,ham
False,False,32,1,ham
False,False,77,3,ham
False,False,26,2,ham
False,False,29,0,ham
False,False,52,2,ham
False,False,60,2,ham
False,False,44,3,ham
False,False,77,2,ham
False,False,263,23,ham
False,False,65,2,ham
False,False,31,0,ham
False,False,73,2,ham
False,False,114,5,ham
False,False,131,5,ham
False,False,31,4,ham
False,False,24,0,ham
False,False,71,3,ham
False,False,23,1,ham
False,False,79,2,ham
False,False,24,2,ham
False,False,97,8,ham
False,False,71,5,ham
True,False,157,3,spam
False,True,160,6,spam
False,False,38,1,ham
False,False,44,1,ham
False,False,88,3,ham
False,False,155,6,ham
False,False,36,3,ham
False,False,135,7,ham
False,False,7,3,ham
False,False,71,4,ham
False,False,27,1,ham
False,False,49,0,ham
False,False,105,2,ham
False,False,74,2,ham
False,False,46,2,ham
False,False,23,1,ham
False,False,183,8,ham
False,False,118,5,ham
False,False,92,10,ham
False,False,38,3,ham
False,False,157,3,ham
False,False,87,4,ham
False,True,152,9,spam
False,False,29,1,ham
False,False,154,8,ham
False,False,45,1,ham
False,False,24,0,ham
False,False,69,2,ham
False,False,141,13,ham
False,False,114,3,ham
False,False,132,7,ham
False,False,85,4,ham
False,False,75,0,ham
False,False,32,1,ham
False,False,37,1,ham
False,False,122,1,ham
False,True,136,12,spam
False,False,19,1,ham
False,False,106,4,ham
False,False,67,5,ham
False,False,51,3,ham
False,False,40,1,ham
False,False,40,3,ham
False,False,28,4,ham
False,True,163,10,spam
True,False,158,7,spam
False,False,152,6,ham
False,False,17,3,ham
False,False,138,6,ham
False,False,60,2,ham
False,False,28,0,ham
False,False,142,4,ham
False,False,139,16,ham
False,False,80,0,ham
False,False,34,4,ham
False,False,290,9,ham
False,False,25,4,ham
False,False,5,2,ham
False,False,63,0,ham
False,False,74,3,ham
False,True,155,7,spam
True,False,81,0,ham
False,True,138,8,spam
False,False,162,14,spam
False,False,153,11,ham
False,False,104,6,ham
False,False,82,1,ham
False,False,74,2,ham
False,False,15,4,ham
False,False,77,5,ham
False,False,37,0,ham
False,True,129,5,spam
False,False,54,1,ham
False,False,63,4,ham
False,False,66,2,ham
False,False,134,3,ham
False,False,329,9,ham
False,False,40,3,ham
False,False,86,6,ham
False,False,82,3,ham
False,False,24,2,ham
False,False,111,6,ham
False,False,156,3,ham
False,False,36,5,ham
False,False,35,1,ham
False,False,112,1,ham
False,False,72,8,ham
False,False,61,3,ham
False,False,27,0,ham
False,False,30,0,ham
False,False,46,1,ham
False,False,32,0,ham
False,False,43,1,ham
False,False,161,10,spam
False,False,154,18,ham
False,False,55,1,ham
False,False,27,3,ham
False,False,35,0,ham
False,False,39,5,ham
False,False,70,4,ham
False,False,115,4,ham
False,False,68,7,ham
False,False,29,0,ham
False,False,27,1,ham
False,False,34,1,ham
False,False,66,7,ham
False,False,21,2,ham
False,False,139,10,ham
False,False,150,9,spam
False,False,49,3,ham
False,False,19,3,ham
False,False,40,2,ham
False,False,145,3,ham
False,False,113,7,ham
False,False,44,6,ham
False,False,51,2,ham
False,False,156,3,ham
False,False,33,2,ham
False,False,157,2,ham
False,True,163,9,spam
False,False,32,3,ham
False,False,46,2,ham
False,False,142,4,ham
False,False,126,3,ham
False,False,36,3,ham
False,False,117,5,ham
False,False,90,1,ham
False,False,52,2,ham
False,False,180,15,ham
False,False,39,1,ham
False,False,87,3,ham
False,False,47,3,ham
False,False,70,1,ham
False,False,121,3,ham
False,False,14,3,ham
False,False,135,4,ham
False,False,142,3,ham
False,False,133,14,ham
False,False,23,2,ham
False,False,64,3,ham
False,True,146,9,spam
True,True,144,9,spam
False,False,25,1,ham
False,False,45,2,ham
False,False,36,1,ham
False,False,101,2,ham
False,False,38,0,ham
False,False,142,3,ham
False,False,51,4,ham
False,False,163,3,spam
True,False,156,3,spam
False,False,146,8,ham
False,False,27,4,ham
False,False,41,3,ham
False,False,25,8,ham
False,False,151,9,spam
False,False,85,4,ham
False,False,30,1,ham
False,False,72,6,ham
False,False,60,5,ham
False,False,74,4,ham
False,False,61,4,ham
False,False,22,1,ham
False,False,408,6,ham
False,False,56,2,ham
False,False,31,3,ham
False,False,45,0,ham
False,False,138,7,ham
False,False,22,0,ham
False,False,38,7,ham
False,False,53,3,ham
False,False,132,3,ham
False,False,93,8,ham
False,False,283,8,ham
True,False,81,0,ham
False,False,36,0,ham
False,False,60,0,ham
False,False,36,3,ham
False,False,154,8,ham
False,False,103,2,ham
False,False,65,3,ham
False,False,149,4,ham
False,False,200,9,ham
False,False,26,1,ham
False,False,124,5,ham
False,False,31,1,ham
False,False,65,10,ham
False,False,39,7,ham
False,False,83,7,ham
False,False,42,2,ham
False,False,35,3,ham
False,False,23,1,ham
False,False,41,1,ham
False,False,72,6,ham
False,False,66,4,ham
False,False,43,5,ham
False,False,46,2,ham
False,False,116,7,ham
False,False,56,1,ham
False,False,55,3,ham
False,False,137,10,ham
False,False,166,14,ham
False,False,29,1,ham
False,False,96,2,ham
False,False,36,2,ham
False,False,49,2,ham
False,False,61,3,ham
False,False,39,0,ham
False,False,141,2,ham
False,False,30,0,ham
False,False,30,2,ham
False,False,31,1,ham
False,False,73,0,ham
False,False,25,2,ham
False,False,161,12,spam
False,False,29,1,ham
False,False,379,13,ham
False,False,69,3,ham
False,False,26,5,ham
False,False,36,3,ham
False,False,275,26,ham
False,False,67,0,ham
False,False,50,1,ham
False,False,89,10,ham
True,False,149,4,spam
False,False,237,6,ham
False,False,236,6,ham
False,False,95,4,ham
False,False,85,3,ham
False,False,44,0,ham
False,False,97,1,ham
False,False,23,1,ham
False,False,145,16,ham
False,False,26,0,ham
False,False,160,4,ham
False,False,97,2,ham
False,False,39,12,ham
False,False,47,2,ham
False,False,24,1,ham
False,False,65,3,ham
False,False,33,2,ham
False,False,76,3,ham
False,False,49,3,ham
False,False,15,1,ham
False,False,22,0,ham
False,False,51,5,ham
False,False,28,4,ham
False,False,69,2,ham
False,False,159,3,ham
False,False,44,4,ham
False,False,24,1,ham
False,False,20,2,ham
False,False,126,3,ham
False,False,41,2,ham
False,False,40,0,ham
False,False,162,7,spam
False,False,171,9,ham
False,False,28,0,ham
False,False,62,9,ham
False,False,71,2,ham
False,False,109,3,ham
False,False,135,2,ham
False,False,2,0,ham
False,False,125,10,ham
False,True,158,10,spam
False,False,17,1,ham
False,False,21,2,ham
False,False,25,1,ham
False,False,23,1,ham
False,False,74,5,ham
False,False,73,2,ham
False,False,26,1,ham
False,False,149,10,ham
False,False,24,1,ham
False,False,30,1,ham
False,False,62,2,ham
False,False,132,9,spam
False,False,43,2,ham
False,False,51,0,ham
False,False,42,5,ham
False,False,58,1,ham
False,False,161,10,spam
False,False,125,10,ham
False,False,94,4,ham
False,False,104,4,ham
False,False,94,2,ham
False,False,39,4,ham
False,False,26,0,ham
False,False,60,2,ham
False,False,22,4,ham
False,False,158,2,ham
False,False,163,12,spam
False,False,58,5,ham
False,False,120,4,ham
False,False,47,2,ham
False,False,110,7,ham
False,False,205,4,ham
False,False,73,3,ham
False,False,160,3,ham
False,False,31,2,ham
False,False,29,0,ham
False,False,152,7,ham
False,False,42,2,ham
False,False,48,4,ham
False,False,137,5,ham
False,False,105,7,ham
False,False,155,8,ham
False,False,143,4,ham
False,False,45,1,ham
False,False,35,1,ham
False,False,78,11,ham
False,False,159,6,ham
False,False,126,6,ham
False,False,49,1,ham
False,False,73,1,ham
False,False,164,6,spam
False,False,50,3,ham
False,False,139,5,ham
False,False,120,12,ham
False,False,54,1,ham
False,False,151,3,ham
False,False,23,0,ham
False,False,52,2,ham
False,False,90,3,ham
False,False,23,3,ham
False,False,24,4,ham
False,False,156,4,ham
False,False,25,1,ham
False,False,73,8,ham
False,False,34,0,ham
False,False,158,17,ham
False,False,208,15,ham
False,False,56,0,ham
False,False,112,3,ham
False,False,35,0,ham
False,False,156,7,ham
False,False,34,0,ham
False,False,30,1,ham
False,False,146,8,ham
False,False,24,6,ham
False,False,46,7,ham
False,False,115,1,ham
True,False,159,7,spam
False,False,152,6,ham
False,False,34,2,ham
False,False,142,22,ham
False,False,75,2,ham
False,False,95,6,ham
False,True,127,12,spam
False,False,77,3,ham
False,False,158,5,ham
False,False,159,13,ham
False,False,79,2,ham
False,False,229,5,ham
False,False,44,1,ham
False,False,117,6,ham
False,False,156,7,ham
False,False,70,1,ham
False,False,53,3,ham
False,False,106,2,ham
False,False,30,0,ham
False,False,86,2,ham
False,False,38,4,ham
False,False,67,4,ham
False,False,39,1,ham
False,False,97,0,ham
False,False,144,7,ham
False,False,30,1,ham
False,False,73,2,ham
False,False,35,2,ham
False,False,72,3,ham
False,False,134,20,ham
False,False,106,2,ham
False,False,35,5,ham
False,False,22,1,ham
False,False,31,1,ham
False,False,19,2,ham
False,False,54,2,ham
False,False,29,0,ham
False,False,101,4,ham
False,False,108,3,ham
False,False,22,3,ham
False,False,89,5,ham
False,False,75,9,ham
False,False,34,3,ham
False,False,27,0,ham
False,False,34,2,ham
False,False,37,1,ham
False,False,170,9,ham
False,False,52,2,ham
False,False,24,2,ham
False,False,54,7,ham
True,False,139,4,spam
False,False,166,3,ham
False,False,56,2,ham
False,False,41,2,ham
False,False,89,2,ham
False,False,34,2,ham
False,False,43,1,ham
False,False,43,2,ham
False,False,43,7,ham
False,False,26,1,ham
False,False,55,1,ham
False,False,66,4,ham
False,False,55,3,ham
False,False,49,0,ham
False,False,7,1,ham
False,True,143,7,spam
False,False,27,1,ham
False,False,28,0,ham
False,False,33,1,ham
False,False,155,0,ham
False,False,157,5,ham
False,False,38,2,ham
False,False,159,6,ham
False,False,135,11,ham
False,False,158,4,ham
False,False,22,1,ham
False,False,48,2,ham
False,False,32,1,ham
False,False,80,2,ham
False,False,26,2,ham
False,False,136,9,spam
False,False,106,6,ham
False,False,51,1,ham
False,False,56,2,ham
False,False,13,3,ham
False,False,33,1,ham
False,False,30,3,ham
False,False,31,1,ham
False,False,35,3,ham
False,False,24,4,ham
False,False,26,1,ham
False,False,49,0,ham
False,False,69,4,ham
False,False,59,3,ham
False,False,64,2,ham
False,False,152,5,ham
False,False,109,9,ham
False,False,25,2,ham
False,True,160,8,spam
False,False,24,3,ham
False,False,36,3,ham
False,False,55,1,ham
False,False,36,4,ham
False,False,66,4,ham
False,False,25,1,ham
False,False,37,1,ham
False,False,44,1,ham
False,False,160,14,ham
False,False,63,7,ham
False,False,33,1,ham
False,False,17,3,ham
False,False,40,3,ham
False,False,43,2,ham
False,False,10,0,ham
False,False,51,4,ham
False,False,154,6,ham
False,False,113,6,ham
False,False,147,4,ham
False,False,155,9,spam
False,False,50,1,ham
False,False,64,2,ham
False,False,26,3,ham
False,False,9,0,ham
True,True,132,10,spam
False,False,22,0,ham
False,False,10,3,ham
False,False,124,18,ham
False,False,32,1,ham
False,False,24,3,ham
False,False,95,5,ham
False,False,35,1,ham
False,False,59,3,ham
False,False,73,3,ham
False,False,88,12,ham
False,False,77,6,ham
False,False,64,3,ham
False,False,76,0,ham
False,False,55,6,ham
False,False,26,4,ham
False,False,112,6,ham
False,False,77,4,ham
False,False,53,2,ham
False,False,102,15,ham
False,False,79,7,ham
False,False,42,6,ham
False,False,59,10,ham
False,False,32,2,ham
True,False,153,7,spam
False,False,70,3,ham
False,False,70,1,ham
True,False,143,6,spam
True,False,124,10,spam
False,False,21,2,ham
False,False,77,3,ham
False,False,25,4,ham
False,False,36,3,ham
False,False,75,14,ham
True,True,154,8,spam
False,False,36,3,ham
False,False,48,1,ham
False,False,175,9,ham
False,False,237,7,ham
False,False,23,0,ham
False,False,101,2,ham
False,False,62,2,ham
False,False,37,3,ham
False,False,52,2,ham
False,False,20,2,ham
False,False,106,4,ham
False,False,42,1,ham
False,False,79,4,ham
False,False,133,8,ham
False,False,91,5,ham
False,False,99,2,ham
False,False,160,18,ham
False,False,62,0,ham
False,True,155,12,spam
False,False,34,4,ham
False,False,40,2,ham
False,False,157,12,ham
False,False,133,3,ham
True,False,144,5,spam
False,False,139,3,ham
False,False,56,3,ham
False,False,93,12,ham
False,False,31,1,ham
False,False,26,2,ham
False,False,83,6,ham
False,False,76,1,ham
False,False,22,1,ham
False,False,89,1,ham
False,False,42,1,ham
False,False,120,3,ham
False,False,62,2,ham
False,False,24,4,ham
False,True,158,10,spam
False,False,46,1,ham
False,False,61,3,ham
False,False,156,6,ham
False,False,53,4,ham
False,False,73,2,ham
False,False,87,1,ham
False,False,74,1,ham
False,False,58,0,ham
False,False,80,3,ham
False,False,32,2,ham
False,False,147,4,ham
False,False,51,2,ham
False,False,147,7,ham
False,False,45,0,ham
False,False,29,1,ham
False,False,157,10,ham
False,False,56,1,ham
False,False,68,4,ham
False,False,22,3,ham
False,False,22,3,ham
False,False,84,3,ham
False,False,43,2,ham
False,False,62,0,ham
True,False,136,3,spam
False,True,158,7,spam
False,False,46,2,ham
False,False,47,1,ham
False,False,151,4,ham
False,False,240,5,ham
False,False,45,2,ham
False,False,30,0,ham
False,False,114,2,ham
False,False,32,1,ham
False,False,43,1,ham
False,False,153,9,spam
False,False,110,5,ham
False,False,201,3,ham
False,False,151,3,ham
False,False,86,9,ham
False,False,46,2,ham
False,False,41,5,ham
False,False,84,2,ham
False,False,29,3,ham
False,False,98,9,ham
False,False,86,2,ham
False,False,15,2,ham
False,False,37,4,ham
False,False,69,3,ham
False,False,42,4,ham
False,False,152,7,ham
False,False,7,6,ham
False,False,111,13,ham
False,False,42,2,ham
False,False,29,1,ham
False,False,68,5,ham
False,False,62,1,ham
False,False,69,1,ham
False,False,139,9,spam
False,False,38,16,ham
False,False,46,2,ham
False,True,153,14,spam
False,False,29,1,ham
False,False,121,5,ham
False,False,33,2,ham
False,False,42,5,ham
False,False,89,2,ham
False,False,74,2,ham
False,False,135,9,spam
False,False,71,8,ham
False,False,45,2,ham
False,False,37,1,ham
True,False,136,4,spam
False,False,33,1,ham
False,False,54,0,ham
False,False,69,2,ham
False,False,43,2,ham
False,False,81,8,ham
False,False,53,3,ham
False,False,76,3,ham
False,False,22,0,ham
False,False,27,2,ham
False,False,109,2,ham
False,False,12,3,ham
False,False,44,2,ham
False,False,58,2,ham
False,False,5,3,ham
False,False,121,4,ham
False,False,79,5,ham
False,False,22,2,ham
True,False,159,8,spam
False,False,95,8,ham
False,False,58,6,ham
False,False,40,1,ham
False,False,297,24,ham
False,False,39,1,ham
False,False,92,8,ham
False,False,158,16,ham
False,False,82,4,ham
False,False,35,2,ham
False,False,66,4,ham
False,False,27,3,ham
False,False,32,0,ham
False,False,85,3,ham
False,True,137,13,spam
False,False,126,7,ham
True,False,147,6,spam
False,False,75,2,ham
False,False,92,1,ham
False,False,27,1,ham
False,False,35,1,ham
False,False,145,14,ham
False,False,113,1,ham
False,False,31,1,ham
False,False,22,0,ham
False,False,150,4,ham
False,False,166,5,ham
False,False,276,19,ham
False,False,171,10,ham
False,False,76,2,ham
False,False,158,5,ham
False,False,22,0,ham
False,False,24,0,ham
False,False,132,3,ham
False,False,44,3,ham
False,False,51,1,ham
False,False,44,2,ham
False,False,47,1,ham
True,False,146,7,spam
False,False,44,2,ham
True,False,134,3,spam
False,False,34,2,ham
False,False,415,28,ham
False,False,181,13,ham
False,False,32,0,ham
False,False,22,1,ham
False,False,40,4,ham
False,False,24,1,ham
False,False,160,3,ham
False,False,80,0,ham
False,False,27,1,ham
False,False,155,4,ham
False,False,237,15,ham
False,False,134,5,ham
False,False,33,1,ham
True,False,153,7,spam
False,False,80,0,ham
False,False,45,3,ham
False,False,48,2,ham
False,False,148,11,ham
False,False,156,6,ham
False,False,38,6,ham
False,False,49,3,ham
False,False,38,4,ham
False,False,48,2,ham
False,False,22,3,ham
False,False,98,1,ham
False,True,159,10,spam
False,False,124,3,ham
False,False,149,10,ham
False,False,37,6,ham
False,False,22,1,ham
False,False,33,2,ham
False,False,83,4,ham
False,False,24,7,ham
False,False,38,0,ham
False,False,129,1,ham
False,False,85,7,ham
False,False,46,4,ham
False,False,87,2,ham
False,False,106,12,ham
False,False,95,4,ham
False,False,86,3,ham
False,False,107,2,ham
False,False,40,1,ham
True,False,120,5,spam
False,False,137,5,ham
False,False,33,0,ham
False,False,146,1,ham
False,False,136,2,ham
True,False,140,3,spam
False,False,100,3,ham
False,False,64,4,ham
False,False,73,2,ham
False,False,146,8,ham
False,False,39,4,ham
False,False,32,2,ham
False,False,65,4,ham
False,False,41,8,ham
False,False,152,4,ham
False,False,9,3,ham
False,False,34,3,ham
False,True,153,9,spam
False,False,66,2,ham
True,False,160,6,spam
False,False,137,6,ham
False,False,133,14,ham
False,False,125,3,ham
False,False,132,5,ham
False,False,44,4,ham
False,False,42,4,ham
False,False,142,5,ham
False,False,62,5,ham
False,False,54,4,ham
False,False,54,4,ham
False,False,54,2,ham
False,False,90,4,ham
False,False,111,5,ham
False,False,22,1,ham
False,False,22,1,ham
False,False,57,8,ham
False,False,24,1,ham
False,True,138,12,spam
False,False,38,2,ham
False,False,32,4,ham
False,False,70,5,ham
False,False,25,12,ham
False,False,96,4,ham
False,False,177,4,ham
False,False,97,8,ham
False,False,27,4,ham
False,False,9,0,ham
False,False,42,1,ham
False,False,61,1,ham
False,False,51,1,ham
False,False,28,4,ham
False,False,22,2,ham
False,False,26,3,ham
False,False,78,2,ham
False,False,51,2,ham
False,False,42,1,ham
False,True,169,7,spam
False,False,247,17,ham
False,False,81,2,ham
False,False,15,0,ham
False,False,28,2,ham
False,False,28,0,ham
False,False,78,5,ham
False,False,60,8,ham
True,False,156,4,spam
False,False,59,1,ham
False,False,59,2,ham
False,False,146,15,ham
False,False,73,0,ham
False,False,47,4,ham
False,False,154,8,ham
False,False,152,8,ham
False,False,31,2,ham
False,False,66,4,ham
False,False,19,3,ham
False,False,57,1,ham
False,False,100,1,ham
False,False,22,1,ham
False,False,44,0,ham
False,False,146,9,spam
False,False,133,9,spam
False,False,67,1,ham
False,False,126,6,ham
False,False,84,2,ham
False,False,48,4,ham
False,False,43,4,ham
False,False,69,3,ham
False,False,27,0,ham
False,False,72,2,ham
False,False,149,7,ham
False,False,28,3,ham
False,False,133,3,ham
False,False,98,1,ham
False,True,135,12,spam
False,False,70,3,ham
False,False,109,7,ham
False,False,41,1,ham
False,False,111,6,ham
False,False,97,1,ham
False,False,89,5,ham
False,False,31,2,ham
False,False,89,2,ham
False,False,142,3,ham
False,False,43,0,ham
False,False,46,4,ham
False,False,111,15,ham
False,False,27,3,ham
False,False,159,6,ham
False,False,175,6,ham
False,False,42,1,ham
False,False,138,14,ham
False,False,50,5,ham
False,False,145,2,ham
False,False,30,0,ham
False,False,49,4,ham
False,False,91,5,ham
False,False,36,3,ham
False,False,30,6,ham
False,False,63,13,ham
False,False,119,4,ham
False,False,132,4,ham
False,False,26,0,ham
False,False,82,11,ham
False,False,160,5,ham
False,False,23,1,ham
False,False,137,8,ham
False,False,53,10,ham
False,False,66,7,ham
True,False,132,4,spam
False,False,62,6,ham
False,False,74,6,ham
False,False,158,4,ham
False,False,93,3,ham
